"ELM"	"GOTerm ID"	"GOTerm Title"
"LIG_CNOT1_NIM_1"	"GO:0010631"	"epithelial cell migration"
"LIG_CNOT1_NIM_1"	"GO:0017148"	"negative regulation of translation"
"LIG_CNOT1_NIM_1"	"GO:0048471"	"perinuclear region of cytoplasm"
"LIG_CNOT1_NIM_1"	"GO:0005515"	"protein binding"
"LIG_CNOT1_NIM_1"	"GO:0006417"	"regulation of translation"
"LIG_CNOT1_NIM_1"	"GO:0030371"	"translation repressor activity"
"LIG_CORNRBOX"	"GO:0016481"	"negative regulation of transcription"
"LIG_CORNRBOX"	"GO:0005634"	"nucleus"
"LIG_CORNRBOX"	"GO:0045449"	"regulation of transcription"
"LIG_CORNRBOX"	"GO:0003712"	"transcription cofactor"
"LIG_CORNRBOX"	"GO:0003714"	"transcription co-repressor"
"LIG_CORNRBOX"	"GO:0008134"	"transcription factor binding"
"LIG_CSK_EPIYA_1"	"GO:0002250"	"adaptive immune response"
"LIG_CSK_EPIYA_1"	"GO:0016477"	"cell migration"
"LIG_CSK_EPIYA_1"	"GO:0005829"	"cytosol"
"LIG_CSK_EPIYA_1"	"GO:0002376"	"immune system process"
"LIG_CSK_EPIYA_1"	"GO:0045087"	"innate immune response"
"LIG_CSK_EPIYA_1"	"GO:0009898"	"internal side of plasma membrane"
"LIG_CSK_EPIYA_1"	"GO:0008285"	"negative regulation of cell proliferation"
"LIG_CSK_EPIYA_1"	"GO:0033673"	"negative regulation of kinase activity"
"LIG_CSK_EPIYA_1"	"GO:0050765"	"negative regulation of phagocytosis"
"LIG_CSK_EPIYA_1"	"GO:0016310"	"phosphorylation"
"LIG_CSK_EPIYA_1"	"GO:0006468"	"protein amino acid phosphorylation"
"LIG_CSK_EPIYA_1"	"GO:0019904"	"protein domain specific binding"
"LIG_CSK_EPIYA_1"	"GO:0060368"	"regulation of Fc receptor mediated stimulatory signaling pathway"
"LIG_CSL_BTD_1"	"GO:0030154"	"cell differentiation"
"LIG_CSL_BTD_1"	"GO:0071384"	"cellular response to corticosteroid stimulus"
"LIG_CSL_BTD_1"	"GO:0000785"	"chromatin"
"LIG_CSL_BTD_1"	"GO:0007275"	"development"
"LIG_CSL_BTD_1"	"GO:0007219"	"Notch signaling pathway"
"LIG_CSL_BTD_1"	"GO:0005634"	"nucleus"
"LIG_CSL_BTD_1"	"GO:0031100"	"organ regeneration"
"LIG_CSL_BTD_1"	"GO:0019904"	"protein domain specific binding"
"LIG_CSL_BTD_1"	"GO:0030334"	"regulation of cell migration"
"LIG_CSL_BTD_1"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"LIG_CSL_BTD_1"	"GO:0006351"	"transcription, DNA-dependent"
"LIG_CSL_BTD_1"	"GO:0003700"	"transcription factor"
"LIG_CSL_BTD_1"	"GO:0005667"	"Transcription factor complex"
"LIG_CaMK_CASK_1"	"GO:0007155"	"cell-adhesion"
"LIG_CaMK_CASK_1"	"GO:0005829"	"cytosol"
"LIG_CaMK_CASK_1"	"GO:0009898"	"internal side of plasma membrane"
"LIG_CaMK_CASK_1"	"GO:0007269"	"neurotransmitter secretion"
"LIG_CaMK_CASK_1"	"GO:0005515"	"protein binding"
"LIG_CaMK_CASK_1"	"GO:0032947"	"protein complex scaffold"
"LIG_CaM_IQ_9"	"GO:0005488"	"Binding"
"LIG_CaM_IQ_9"	"GO:0008151"	"Cell growth and/or maintenance"
"LIG_CaM_IQ_9"	"GO:0008580"	"cytoskeletal regulator"
"LIG_CaM_IQ_9"	"GO:0005829"	"cytosol"
"LIG_CaM_IQ_9"	"GO:0005622"	"intracellular"
"LIG_CaM_IQ_9"	"GO:0003774"	"motor"
"LIG_CaM_IQ_9"	"GO:0003776"	"muscle motor"
"LIG_CaM_IQ_9"	"GO:0005515"	"protein binding"
"LIG_CaM_IQ_9"	"GO:0007165"	"signal transduction"
"LIG_Clathr_ClatBox_1"	"GO:0030276"	"clathrin binding"
"LIG_Clathr_ClatBox_1"	"GO:0045334"	"clathrin-coated endocytic vesicle"
"LIG_Clathr_ClatBox_1"	"GO:0005856"	"cytoskeleton"
"LIG_Clathr_ClatBox_1"	"GO:0005829"	"cytosol"
"LIG_Clathr_ClatBox_1"	"GO:0006897"	"endocytosis"
"LIG_Clathr_ClatBox_1"	"GO:0005794"	"Golgi apparatus"
"LIG_Clathr_ClatBox_1"	"GO:0005802"	"Golgi trans-face"
"LIG_Clathr_ClatBox_1"	"GO:0006898"	"receptor mediated endocytosis"
"LIG_Clathr_ClatBox_2"	"GO:0030276"	"clathrin binding"
"LIG_Clathr_ClatBox_2"	"GO:0045334"	"clathrin-coated endocytic vesicle"
"LIG_Clathr_ClatBox_2"	"GO:0005856"	"cytoskeleton"
"LIG_Clathr_ClatBox_2"	"GO:0005829"	"cytosol"
"LIG_Clathr_ClatBox_2"	"GO:0006897"	"endocytosis"
"LIG_Clathr_ClatBox_2"	"GO:0006898"	"receptor mediated endocytosis"
"LIG_CtBP_PxDLS_1"	"GO:0005829"	"cytosol"
"LIG_CtBP_PxDLS_1"	"GO:0016481"	"negative regulation of transcription"
"LIG_CtBP_PxDLS_1"	"GO:0005634"	"nucleus"
"LIG_CtBP_PxDLS_1"	"GO:0007584"	"response to nutrient"
"LIG_CtBP_PxDLS_1"	"GO:0017053"	"transcriptional repressor complex"
"LIG_CtBP_PxDLS_1"	"GO:0003714"	"transcription co-repressor"
"LIG_CtBP_PxDLS_1"	"GO:0008134"	"transcription factor binding"
"LIG_CtBP_PxDLS_1"	"GO:0030528"	"transcription regulator"
"LIG_DCNL_PONY_1"	"GO:0097602"	"cullin family protein binding"
"LIG_DCNL_PONY_1"	"GO:0005634"	"nucleus"
"LIG_DCNL_PONY_1"	"GO:0042277"	"Peptide binding"
"LIG_DCNL_PONY_1"	"GO:2000436"	"positive regulation of protein neddylation"
"LIG_DCNL_PONY_1"	"GO:0000151"	"ubiquitin ligase complex"
"LIG_Dynein_DLC8_1"	"GO:0005868"	"cytoplasmic dynein complex"
"LIG_Dynein_DLC8_1"	"GO:0005829"	"cytosol"
"LIG_Dynein_DLC8_1"	"GO:0030286"	"dynein complex"
"LIG_Dynein_DLC8_1"	"GO:0045503"	"dynein light chain binding"
"LIG_Dynein_DLC8_1"	"GO:0007018"	"microtubule-based movement"
"LIG_Dynein_DLC8_1"	"GO:0005515"	"protein binding"
"LIG_EABR_CEP55_1"	"GO:0007049"	"cell cycle"
"LIG_EABR_CEP55_1"	"GO:0051301"	"Cell Division"
"LIG_EABR_CEP55_1"	"GO:0000910"	"cytokinesis"
"LIG_EABR_CEP55_1"	"GO:0005856"	"cytoskeleton"
"LIG_EABR_CEP55_1"	"GO:0005829"	"cytosol"
"LIG_EABR_CEP55_1"	"GO:0045171"	"intercellular bridge"
"LIG_EABR_CEP55_1"	"GO:0030496"	"midbody"
"LIG_EABR_CEP55_1"	"GO:0005515"	"protein binding"
"LIG_EF_ALG2_ABM_1"	"GO:0048306"	"calcium-dependent protein binding"
"LIG_EF_ALG2_ABM_1"	"GO:0007049"	"cell cycle"
"LIG_EF_ALG2_ABM_1"	"GO:0098554"	"cytoplasmic side of endoplasmic reticulum membrane"
"LIG_EF_ALG2_ABM_1"	"GO:0098562"	"cytoplasmic side of membrane"
"LIG_EF_ALG2_ABM_1"	"GO:0005829"	"cytosol"
"LIG_EF_ALG2_ABM_1"	"GO:0000813"	"ESCRT I complex"
"LIG_EF_ALG2_ABM_1"	"GO:0010009"	"external side of endosome  membrane"
"LIG_EF_ALG2_ABM_1"	"GO:0006886"	"intracellular protein transport"
"LIG_EF_ALG2_ABM_1"	"GO:0005634"	"nucleus"
"LIG_EF_ALG2_ABM_1"	"GO:0012501"	"programmed cell death"
"LIG_EF_ALG2_ABM_1"	"GO:0005515"	"protein binding"
"LIG_EF_ALG2_ABM_1"	"GO:0051592"	"response to calcium ion"
"LIG_EF_ALG2_ABM_1"	"GO:0007165"	"signal transduction"
"LIG_EF_ALG2_ABM_2"	"GO:0048306"	"calcium-dependent protein binding"
"LIG_EF_ALG2_ABM_2"	"GO:0007049"	"cell cycle"
"LIG_EF_ALG2_ABM_2"	"GO:0098554"	"cytoplasmic side of endoplasmic reticulum membrane"
"LIG_EF_ALG2_ABM_2"	"GO:0098562"	"cytoplasmic side of membrane"
"LIG_EF_ALG2_ABM_2"	"GO:0005829"	"cytosol"
"LIG_EF_ALG2_ABM_2"	"GO:0006886"	"intracellular protein transport"
"LIG_EF_ALG2_ABM_2"	"GO:0005634"	"nucleus"
"LIG_EF_ALG2_ABM_2"	"GO:0012501"	"programmed cell death"
"LIG_EF_ALG2_ABM_2"	"GO:0005515"	"protein binding"
"LIG_EF_ALG2_ABM_2"	"GO:0051592"	"response to calcium ion"
"LIG_EF_ALG2_ABM_2"	"GO:0007165"	"signal transduction"
"LIG_EH1_1"	"GO:0016481"	"negative regulation of transcription"
"LIG_EH1_1"	"GO:0005634"	"nucleus"
"LIG_EH1_1"	"GO:0003714"	"transcription co-repressor"
"LIG_EH_1"	"GO:0005488"	"Binding"
"LIG_EH_1"	"GO:0008151"	"Cell growth and/or maintenance"
"LIG_EH_1"	"GO:0005829"	"cytosol"
"LIG_EH_1"	"GO:0006897"	"endocytosis"
"LIG_EH_1"	"GO:0007242"	"intracellular signaling cascade"
"LIG_EH_1"	"GO:0005886"	"plasma membrane"
"LIG_EH_1"	"GO:0005515"	"protein binding"
"LIG_EH_1"	"GO:0019904"	"protein domain specific binding"
"LIG_EH_1"	"GO:0006898"	"receptor mediated endocytosis"
"LIG_EH_1"	"GO:0030100"	"regulation of endocytosis"
"LIG_EH_1"	"GO:0007165"	"signal transduction"
"LIG_EVH1_1"	"GO:0030041"	"actin filament polymerization"
"LIG_EVH1_1"	"GO:0005488"	"Binding"
"LIG_EVH1_1"	"GO:0008150"	"cell growth and/or maintenance"
"LIG_EVH1_1"	"GO:0008580"	"cytoskeletal regulator"
"LIG_EVH1_1"	"GO:0005829"	"cytosol"
"LIG_EVH1_1"	"GO:0009898"	"internal side of plasma membrane"
"LIG_EVH1_1"	"GO:0045758"	"positive regulation of actin polymerization and/or depolymerization"
"LIG_EVH1_1"	"GO:0005515"	"protein binding"
"LIG_EVH1_1"	"GO:0019904"	"protein domain specific binding"
"LIG_EVH1_1"	"GO:0007165"	"signal transduction"
"LIG_EVH1_2"	"GO:0005488"	"Binding"
"LIG_EVH1_2"	"GO:0005829"	"cytosol"
"LIG_EVH1_2"	"GO:0008066"	"glutamate receptor"
"LIG_EVH1_2"	"GO:0009898"	"internal side of plasma membrane"
"LIG_EVH1_2"	"GO:0007216"	"metabotropic glutamate receptor signaling pathway"
"LIG_EVH1_2"	"GO:0005515"	"protein binding"
"LIG_EVH1_2"	"GO:0019904"	"protein domain specific binding"
"LIG_EVH1_2"	"GO:0005057"	"receptor signaling protein"
"LIG_EVH1_2"	"GO:0004871"	"signal transducer"
"LIG_EVH1_2"	"GO:0007165"	"signal transduction"
"LIG_EVH1_3"	"GO:0030036"	"cell growth or maintenance"
"LIG_EVH1_3"	"GO:0008580"	"cytoskeletal regulator"
"LIG_EVH1_3"	"GO:0005856"	"cytoskeleton"
"LIG_EVH1_3"	"GO:0005829"	"cytosol"
"LIG_EVH1_3"	"GO:0019904"	"protein domain specific binding"
"LIG_EVH1_3"	"GO:0007165"	"signal transduction"
"LIG_FAT_LD_1"	"GO:0005488"	"Binding"
"LIG_FAT_LD_1"	"GO:0007154"	"cell communication"
"LIG_FAT_LD_1"	"GO:0008150"	"cell growth and/or maintenance"
"LIG_FAT_LD_1"	"GO:0005829"	"cytosol"
"LIG_FAT_LD_1"	"GO:0005925"	"focal adhesion"
"LIG_FAT_LD_1"	"GO:0005622"	"intracellular"
"LIG_FAT_LD_1"	"GO:0005886"	"plasma membrane"
"LIG_FAT_LD_1"	"GO:0005515"	"protein binding"
"LIG_FAT_LD_1"	"GO:0007165"	"signal transduction"
"LIG_FHA_1"	"GO:0000075"	"cell cycle checkpoint"
"LIG_FHA_1"	"GO:0006281"	"DNA repair"
"LIG_FHA_1"	"GO:0000086"	"G2/M transition of mitotic cell cycle"
"LIG_FHA_1"	"GO:0005634"	"nucleus"
"LIG_FHA_1"	"GO:0005515"	"protein binding"
"LIG_FHA_1"	"GO:0019904"	"protein domain specific binding"
"LIG_FHA_1"	"GO:0006974"	"Response to DNA damage stimulus"
"LIG_FHA_2"	"GO:0000075"	"cell cycle checkpoint"
"LIG_FHA_2"	"GO:0006281"	"DNA repair"
"LIG_FHA_2"	"GO:0000076"	"DNA replication checkpoint"
"LIG_FHA_2"	"GO:0005634"	"nucleus"
"LIG_FHA_2"	"GO:0005515"	"protein binding"
"LIG_FHA_2"	"GO:0019904"	"protein domain specific binding"
"LIG_FHA_2"	"GO:0005657"	"Replication fork"
"LIG_FZD_DVL_PDZ"	"GO:0032147"	"activation of protein kinase activity"
"LIG_FZD_DVL_PDZ"	"GO:0030877"	"beta-catenin destruction complex"
"LIG_FZD_DVL_PDZ"	"GO:0060823"	"canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation"
"LIG_FZD_DVL_PDZ"	"GO:2000060"	"positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"LIG_FZD_DVL_PDZ"	"GO:0032947"	"protein complex scaffold"
"LIG_FZD_DVL_PDZ"	"GO:0019901"	"protein kinase binding"
"LIG_FZD_DVL_PDZ"	"GO:0035412"	"regulation of catenin import into nucleus"
"LIG_FZD_DVL_PDZ"	"GO:0004871"	"signal transducer"
"LIG_G3BP_FGDF_1"	"GO:0010494"	"cytoplasmic stress granule"
"LIG_G3BP_FGDF_1"	"GO:0005829"	"cytosol"
"LIG_G3BP_FGDF_1"	"GO:0016579"	"protein deubiquitination"
"LIG_G3BP_FGDF_1"	"GO:0019904"	"protein domain specific binding"
"LIG_G3BP_FGDF_1"	"GO:1903608"	"protein localization to cytoplasmic stress granule"
"LIG_G3BP_FGDF_1"	"GO:0006417"	"regulation of translation"
"LIG_G3BP_FGDF_1"	"GO:0034063"	"stress granule assembly"
"LIG_G3BP_FGDF_1"	"GO:0019079"	"viral genome replication"
"LIG_G3BP_FGDF_1"	"GO:0019034"	"viral replication complex"
"LIG_GBD_WASP_1"	"GO:0071933"	"Arp2/3 complex binding"
"LIG_GBD_WASP_1"	"GO:0030036"	"cell growth or maintenance"
"LIG_GBD_WASP_1"	"GO:0005829"	"cytosol"
"LIG_GBD_WASP_1"	"GO:0032427"	"GBD domain binding"
"LIG_GBD_WASP_1"	"GO:0034315"	"regulation of Arp2/3 complex-mediated actin nucleation"
"LIG_GBD_WASP_1"	"GO:0023051"	"regulation of signaling"
"LIG_GLEBS_BUB3_1"	"GO:0007049"	"cell cycle"
"LIG_GLEBS_BUB3_1"	"GO:0051382"	"kinetochore assembly"
"LIG_GLEBS_BUB3_1"	"GO:0007067"	"mitosis"
"LIG_GLEBS_BUB3_1"	"GO:0033597"	"mitotic checkpoint complex"
"LIG_GLEBS_BUB3_1"	"GO:0007094"	"mitotic spindle checkpoint"
"LIG_GLEBS_BUB3_1"	"GO:0005643"	"Nuclear pore"
"LIG_GLEBS_BUB3_1"	"GO:0005634"	"nucleus"
"LIG_GLEBS_BUB3_1"	"GO:0005515"	"protein binding"
"LIG_GLEBS_BUB3_1"	"GO:0031577"	"spindle checkpoint"
"LIG_GSK3_LRP6_1"	"GO:0030877"	"beta-catenin destruction complex"
"LIG_GSK3_LRP6_1"	"GO:0060070"	"canonical Wnt signaling pathway"
"LIG_GSK3_LRP6_1"	"GO:0044335"	"canonical Wnt signaling pathway involved in neural crest cell differentiation"
"LIG_GSK3_LRP6_1"	"GO:0044340"	"canonical Wnt signaling pathway involved in regulation of cell proliferation"
"LIG_GSK3_LRP6_1"	"GO:0071936"	"coreceptor activity involved in Wnt signaling pathway"
"LIG_GSK3_LRP6_1"	"GO:0005829"	"cytosol"
"LIG_GSK3_LRP6_1"	"GO:0009898"	"internal side of plasma membrane"
"LIG_GSK3_LRP6_1"	"GO:0019210"	"kinase inhibitor activity"
"LIG_GSK3_LRP6_1"	"GO:0005041"	"low-density lipoprotein receptor activity"
"LIG_GSK3_LRP6_1"	"GO:0006469"	"negative regulation of protein kinase activity"
"LIG_GSK3_LRP6_1"	"GO:0001933"	"negative regulation of protein phosphorylation"
"LIG_GSK3_LRP6_1"	"GO:0038013"	"positive regulation of Wnt signaling pathway by Wnt receptor internalization"
"LIG_GSK3_LRP6_1"	"GO:0042813"	"Wnt-activated receptor activity"
"LIG_GYF"	"GO:0005829"	"cytosol"
"LIG_GYF"	"GO:0004872"	"receptor (2090)"
"LIG_GYF"	"GO:0007165"	"signal transduction"
"LIG_HCF-1_HBM_1"	"GO:0005634"	"nucleus"
"LIG_HCF-1_HBM_1"	"GO:0008284"	"positive regulation of cell proliferation"
"LIG_HCF-1_HBM_1"	"GO:0005515"	"protein binding"
"LIG_HCF-1_HBM_1"	"GO:0051726"	"Regulation of cell cycle"
"LIG_HCF-1_HBM_1"	"GO:0045449"	"regulation of transcription"
"LIG_HCF-1_HBM_1"	"GO:0003700"	"transcription factor"
"LIG_HCF-1_HBM_1"	"GO:0005667"	"Transcription factor complex"
"LIG_HCF-1_HBM_1"	"GO:0019033"	"viral tegument"
"LIG_HCF-1_HBM_1"	"GO:0019048"	"Virus-host interaction"
"LIG_HOMEOBOX"	"GO:0009790"	"embryonic development"
"LIG_HOMEOBOX"	"GO:0005634"	"nucleus"
"LIG_HOMEOBOX"	"GO:0007389"	"pattern specification"
"LIG_HOMEOBOX"	"GO:0030528"	"transcription regulator"
"LIG_HP1_1"	"GO:0006260"	"DNA replication"
"LIG_HP1_1"	"GO:0006343"	"establishment of heterochromatin silencing"
"LIG_HP1_1"	"GO:0000792"	"heterochromatin"
"LIG_HP1_1"	"GO:0005634"	"nucleus"
"LIG_HP1_1"	"GO:0045182"	"transcription regulator"
"LIG_IBS_1"	"GO:0007155"	"cell-adhesion"
"LIG_IBS_1"	"GO:0005194"	"cell adhesion molecule"
"LIG_IBS_1"	"GO:0005576"	"extracellular"
"LIG_IBS_1"	"GO:0008305"	"integrin"
"LIG_IBS_1"	"GO:0005178"	"integrin binding"
"LIG_Integrin_isoDGR_1"	"GO:0007155"	"cell-adhesion"
"LIG_Integrin_isoDGR_1"	"GO:0005576"	"extracellular"
"LIG_Integrin_isoDGR_1"	"GO:0050840"	"extracellular matrix binding"
"LIG_Integrin_isoDGR_1"	"GO:0005178"	"integrin binding"
"LIG_Integrin_isoDGR_1"	"GO:0005515"	"protein binding"
"LIG_Integrin_isoDGR_1"	"GO:0048019"	"receptor antagonist activity"
"LIG_Integrin_isoDGR_1"	"GO:0005102"	"receptor binding"
"LIG_KEPE_1"	"GO:0005634"	"nucleus"
"LIG_KEPE_1"	"GO:0033233"	"regulation of protein sumoylation"
"LIG_KEPE_2"	"GO:0005634"	"nucleus"
"LIG_KEPE_2"	"GO:0033233"	"regulation of protein sumoylation"
"LIG_KEPE_3"	"GO:0005634"	"nucleus"
"LIG_KEPE_3"	"GO:0033233"	"regulation of protein sumoylation"
"LIG_KLC1_WD_1"	"GO:0005856"	"cytoskeleton"
"LIG_KLC1_WD_1"	"GO:0005829"	"cytosol"
"LIG_KLC1_WD_1"	"GO:0075519"	"microtubule-dependent intracellular transport of viral material"
"LIG_KLC1_WD_1"	"GO:0072383"	"plus-end-directed vesicle transport along microtubule"
"LIG_KLC1_WD_1"	"GO:0098840"	"protein transport along microtubule"
"LIG_KLC1_WD_1"	"GO:0099517"	"synaptic vesicle transport along microtubule"
"LIG_KLC1_WD_1"	"GO:0030911"	"TPR domain binding"
"LIG_LIR_Apic_2"	"GO:0000045"	"autophagic vacuole assembly"
"LIG_LIR_Apic_2"	"GO:0006914"	"autophagy"
"LIG_LIR_Apic_2"	"GO:0098560"	"cytoplasmic side of late endosome membrane"
"LIG_LIR_Apic_2"	"GO:0005829"	"cytosol"
"LIG_LIR_Apic_2"	"GO:0005515"	"protein binding"
"LIG_LIR_Gen_1"	"GO:0000045"	"autophagic vacuole assembly"
"LIG_LIR_Gen_1"	"GO:0006914"	"autophagy"
"LIG_LIR_Gen_1"	"GO:0098560"	"cytoplasmic side of late endosome membrane"
"LIG_LIR_Gen_1"	"GO:0005829"	"cytosol"
"LIG_LIR_Gen_1"	"GO:0005515"	"protein binding"
"LIG_LIR_LC3C_4"	"GO:0000045"	"autophagic vacuole assembly"
"LIG_LIR_LC3C_4"	"GO:0006914"	"autophagy"
"LIG_LIR_LC3C_4"	"GO:0098560"	"cytoplasmic side of late endosome membrane"
"LIG_LIR_LC3C_4"	"GO:0005829"	"cytosol"
"LIG_LIR_LC3C_4"	"GO:0005515"	"protein binding"
"LIG_LIR_Nem_3"	"GO:0000045"	"autophagic vacuole assembly"
"LIG_LIR_Nem_3"	"GO:0006914"	"autophagy"
"LIG_LIR_Nem_3"	"GO:0098560"	"cytoplasmic side of late endosome membrane"
"LIG_LIR_Nem_3"	"GO:0005829"	"cytosol"
"LIG_LIR_Nem_3"	"GO:0005515"	"protein binding"
"LIG_LRP6_Inhibitor_1"	"GO:0005576"	"extracellular"
"LIG_LRP6_Inhibitor_1"	"GO:1900116"	"extracellular negative regulation of signal transduction"
"LIG_LRP6_Inhibitor_1"	"GO:0060323"	"head morphogenesis"
"LIG_LRP6_Inhibitor_1"	"GO:0050750"	"low-density lipoprotein particle receptor binding"
"LIG_LRP6_Inhibitor_1"	"GO:0030514"	"negative regulation of BMP signaling pathway"
"LIG_LRP6_Inhibitor_1"	"GO:0090090"	"negative regulation of canonical Wnt signaling pathway"
"LIG_LRP6_Inhibitor_1"	"GO:0030279"	"negative regulation of ossification"
"LIG_LRP6_Inhibitor_1"	"GO:0048642"	"negative regulation of skeletal muscle tissue development"
"LIG_LRP6_Inhibitor_1"	"GO:0005515"	"protein binding"
"LIG_LRP6_Inhibitor_1"	"GO:0048019"	"receptor antagonist activity"
"LIG_LRP6_Inhibitor_1"	"GO:0004871"	"signal transducer"
"LIG_LYPXL_L_2"	"GO:0005829"	"cytosol"
"LIG_LYPXL_L_2"	"GO:0000813"	"ESCRT I complex"
"LIG_LYPXL_L_2"	"GO:0000815"	"ESCRT III complex"
"LIG_LYPXL_L_2"	"GO:0044419"	"interspecies interaction between organisms"
"LIG_LYPXL_L_2"	"GO:0019054"	"Modulation by virus of host cellular process"
"LIG_LYPXL_L_2"	"GO:0046755"	"non-lytic viral budding"
"LIG_LYPXL_L_2"	"GO:0005515"	"protein binding"
"LIG_LYPXL_L_2"	"GO:0019037"	"Viral assembly, maturation, egress, and release"
"LIG_LYPXL_L_2"	"GO:0016032"	"viral life cycle"
"LIG_LYPXL_S_1"	"GO:0005829"	"cytosol"
"LIG_LYPXL_S_1"	"GO:0000813"	"ESCRT I complex"
"LIG_LYPXL_S_1"	"GO:0000815"	"ESCRT III complex"
"LIG_LYPXL_S_1"	"GO:0044419"	"interspecies interaction between organisms"
"LIG_LYPXL_S_1"	"GO:0019054"	"Modulation by virus of host cellular process"
"LIG_LYPXL_S_1"	"GO:0046755"	"non-lytic viral budding"
"LIG_LYPXL_S_1"	"GO:0005515"	"protein binding"
"LIG_LYPXL_S_1"	"GO:0019037"	"Viral assembly, maturation, egress, and release"
"LIG_LYPXL_S_1"	"GO:0016032"	"viral life cycle"
"LIG_MAD2"	"GO:0005680"	"anaphase-promoting complex"
"LIG_MAD2"	"GO:0007094"	"mitotic spindle checkpoint"
"LIG_MAD2"	"GO:0005634"	"nucleus"
"LIG_MAD2"	"GO:0005515"	"protein binding"
"LIG_MYND_1"	"GO:0005634"	"nucleus"
"LIG_MYND_1"	"GO:0006350"	"transcription"
"LIG_MYND_1"	"GO:0003713"	"transcription co-activator"
"LIG_MYND_1"	"GO:0008134"	"transcription factor binding"
"LIG_MYND_1"	"GO:0008270"	"zinc ion binding"
"LIG_MYND_2"	"GO:0042826"	"histone deacetylase binding"
"LIG_MYND_2"	"GO:0000122"	"negative regulation of transcription from RNA polymerase II promoter"
"LIG_MYND_2"	"GO:0005634"	"nucleus"
"LIG_MYND_2"	"GO:0017053"	"transcriptional repressor complex"
"LIG_MYND_2"	"GO:0003714"	"transcription co-repressor"
"LIG_MYND_2"	"GO:0008270"	"zinc ion binding"
"LIG_MYND_3"	"GO:0070389"	"chaperone cofactor-dependent protein refolding"
"LIG_MYND_3"	"GO:0005829"	"cytosol"
"LIG_MYND_3"	"GO:0005634"	"nucleus"
"LIG_MYND_3"	"GO:0019511"	"peptidyl-proline hydroxylation"
"LIG_MYND_3"	"GO:0005515"	"protein binding"
"LIG_MYND_3"	"GO:0006457"	"protein folding"
"LIG_Mtr4_Air2_1"	"GO:0043629"	"ncRNA polyadenylation"
"LIG_Mtr4_Air2_1"	"GO:0071027"	"nuclear RNA surveillance"
"LIG_Mtr4_Air2_1"	"GO:0005730"	"nucleolus"
"LIG_Mtr4_Air2_1"	"GO:0005634"	"nucleus"
"LIG_Mtr4_Air2_1"	"GO:0005515"	"protein binding"
"LIG_Mtr4_Air2_1"	"GO:0030674"	"protein binding, bridging"
"LIG_Mtr4_Air2_1"	"GO:0043631"	"RNA polyadenylation"
"LIG_Mtr4_Air2_1"	"GO:0006396"	"RNA processing"
"LIG_Mtr4_Air2_1"	"GO:0071025"	"RNA surveillance"
"LIG_Mtr4_Air2_1"	"GO:0031499"	"TRAMP complex"
"LIG_Mtr4_Trf4_1"	"GO:0071027"	"nuclear RNA surveillance"
"LIG_Mtr4_Trf4_1"	"GO:0005730"	"nucleolus"
"LIG_Mtr4_Trf4_1"	"GO:0005634"	"nucleus"
"LIG_Mtr4_Trf4_1"	"GO:0005515"	"protein binding"
"LIG_Mtr4_Trf4_1"	"GO:0030674"	"protein binding, bridging"
"LIG_Mtr4_Trf4_1"	"GO:0043631"	"RNA polyadenylation"
"LIG_Mtr4_Trf4_1"	"GO:0071025"	"RNA surveillance"
"LIG_Mtr4_Trf4_1"	"GO:0031499"	"TRAMP complex"
"LIG_Mtr4_Trf4_2"	"GO:0071027"	"nuclear RNA surveillance"
"LIG_Mtr4_Trf4_2"	"GO:0005730"	"nucleolus"
"LIG_Mtr4_Trf4_2"	"GO:0005634"	"nucleus"
"LIG_Mtr4_Trf4_2"	"GO:0005515"	"protein binding"
"LIG_Mtr4_Trf4_2"	"GO:0030674"	"protein binding, bridging"
"LIG_Mtr4_Trf4_2"	"GO:0043631"	"RNA polyadenylation"
"LIG_Mtr4_Trf4_2"	"GO:0006396"	"RNA processing"
"LIG_Mtr4_Trf4_2"	"GO:0071025"	"RNA surveillance"
"LIG_Mtr4_Trf4_2"	"GO:0031499"	"TRAMP complex"
"LIG_NBox_RRM_1"	"GO:0005634"	"nucleus"
"LIG_NBox_RRM_1"	"GO:0006355"	"Regulation of transcription, DNA-dependent"
"LIG_NBox_RRM_1"	"GO:0003723"	"RNA binding"
"LIG_NBox_RRM_1"	"GO:0003700"	"transcription factor"
"LIG_NRBOX"	"GO:0005634"	"nucleus"
"LIG_NRBOX"	"GO:0045941"	"positive regulation of transcription"
"LIG_NRBOX"	"GO:0045449"	"regulation of transcription"
"LIG_NRBOX"	"GO:0003713"	"transcription co-activator"
"LIG_NRBOX"	"GO:0003712"	"transcription cofactor"
"LIG_NRBOX"	"GO:0008134"	"transcription factor binding"
"LIG_OCRL_FandH_1"	"GO:0005829"	"cytosol"
"LIG_OCRL_FandH_1"	"GO:0005769"	"Early endosome"
"LIG_OCRL_FandH_1"	"GO:0007032"	"endosome organization"
"LIG_OCRL_FandH_1"	"GO:0010009"	"external side of endosome  membrane"
"LIG_OCRL_FandH_1"	"GO:0005794"	"Golgi apparatus"
"LIG_OCRL_FandH_1"	"GO:0005802"	"Golgi trans-face"
"LIG_OCRL_FandH_1"	"GO:0035058"	"nonmotile primary cilium assembly"
